Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET,row
5380,2018-06-20,São Joaquim,-23.5618,-46.6389,35676,67,67,27,2,10,5,23,43,REABASTECER,12410
5381,2018-06-21,São Joaquim,-23.5618,-46.6389,36085,60,60,20,43,4,43,21,39,NORMAL,12411
5383,2018-03-21,São Joaquim,-23.5618,-46.6389,35531,9,9,18,23,26,41,18,35,REABASTECER,12321
5385,2018-03-30,São Joaquim,-23.5618,-46.6389,33733,86,86,28,38,35,11,21,3,NORMAL,12330
5387,2019-05-05,São Joaquim,-23.5618,-46.6389,35248,41,41,3,43,11,10,11,8,NORMAL,12725
5389,2018-09-11,São Joaquim,-23.5618,-46.6389,32736,48,48,6,4,40,30,14,11,NORMAL,12491
5392,2018-05-28,São Joaquim,-23.5618,-46.6389,35793,22,22,32,21,10,21,25,32,NORMAL,12388
5394,2018-05-30,São Joaquim,-23.5618,-46.6389,33307,86,86,17,19,5,13,15,25,REABASTECER,12390
5398,2018-10-01,São Joaquim,-23.5618,-46.6389,34124,86,86,0,31,37,20,22,19,NORMAL,12511
5401,2018-07-03,São Joaquim,-23.5618,-46.6389,36019,31,31,8,13,6,33,18,41,REABASTECER,12423
5403,2018-07-19,São Joaquim,-23.5618,-46.6389,35082,56,56,38,43,32,29,43,24,NORMAL,12439
5404,2019-07-21,São Joaquim,-23.5618,-46.6389,36086,86,86,59,22,14,29,38,14,REABASTECER,12801
5406,2018-08-11,São Joaquim,-23.5618,-46.6389,35691,73,73,12,26,36,33,5,39,NORMAL,12461
5415,2019-09-10,São Joaquim,-23.5618,-46.6389,35984,58,58,35,35,24,10,11,27,NORMAL,12850
5416,2019-01-12,São Joaquim,-23.5618,-46.6389,36030,27,27,38,43,40,38,31,8,NORMAL,12612
5419,2019-10-16,São Joaquim,-23.5618,-46.6389,34652,64,64,19,43,5,39,36,43,NORMAL,12886
5424,2019-03-03,São Joaquim,-23.5618,-46.6389,34107,41,41,65,12,7,9,11,27,NORMAL,12663
5426,2018-11-30,São Joaquim,-23.5618,-46.6389,32637,7,7,53,23,40,6,31,43,REABASTECER,12570
5428,2018-12-06,São Joaquim,-23.5618,-46.6389,35148,36,36,15,13,18,26,7,23,NORMAL,12576
5429,2018-12-28,São Joaquim,-23.5618,-46.6389,36118,78,78,65,43,17,32,4,12,REABASTECER,12598
5432,2019-01-13,São Joaquim,-23.5618,-46.6389,32693,17,17,32,39,34,37,25,6,NORMAL,12613
5440,2019-02-08,São Joaquim,-23.5618,-46.6389,34334,37,37,52,42,25,5,28,41,NORMAL,12638
5442,2018-02-25,São Judas,-23.6255,-46.6411,14560,77,77,39,25,41,8,29,13,NORMAL,13015
5452,2019-03-27,São Joaquim,-23.5618,-46.6389,33501,68,68,23,33,32,29,40,19,NORMAL,12687
5453,2018-04-10,São Judas,-23.6255,-46.6411,14445,86,86,55,35,28,32,3,11,REABASTECER,13060
5455,2019-04-04,São Joaquim,-23.5618,-46.6389,33820,86,86,29,5,6,12,10,31,REABASTECER,12694
5456,2019-04-06,São Joaquim,-23.5618,-46.6389,36140,63,63,15,38,37,6,43,25,NORMAL,12696
5462,2019-09-09,São Joaquim,-23.5618,-46.6389,34927,65,65,39,36,27,14,16,30,NORMAL,12849
5467,2019-10-04,São Joaquim,-23.5618,-46.6389,33009,79,79,57,43,11,32,39,14,NORMAL,12874
5469,2018-06-21,São Judas,-23.6255,-46.6411,16755,14,14,22,18,4,6,43,21,REABASTECER,13131
5475,2018-08-09,São Judas,-23.6255,-46.6411,13873,38,38,8,8,33,29,23,6,NORMAL,13179
5476,2019-08-07,São Joaquim,-23.5618,-46.6389,33201,16,16,2,18,35,18,17,37,REABASTECER,12817
5483,2018-01-05,São Judas,-23.6255,-46.6411,15923,57,57,41,29,27,26,24,25,NORMAL,12965
5487,2018-09-23,São Judas,-23.6255,-46.6411,15954,41,41,30,5,37,12,32,36,REABASTECER,13223
5489,2019-09-18,São Joaquim,-23.5618,-46.6389,34600,66,66,43,9,29,34,21,40,NORMAL,12858
5494,2019-10-14,São Joaquim,-23.5618,-46.6389,36161,79,79,35,8,13,43,43,11,NORMAL,12884
5495,2018-11-05,São Judas,-23.6255,-46.6411,15735,72,72,8,30,5,39,29,40,REABASTECER,13265
5496,2018-03-05,São Judas,-23.6255,-46.6411,15557,68,68,37,39,41,21,29,22,NORMAL,13025
5498,2018-11-24,São Judas,-23.6255,-46.6411,14775,67,67,8,13,37,39,43,2,NORMAL,13284
5499,2019-11-16,São Joaquim,-23.5618,-46.6389,35465,25,25,6,39,18,24,34,41,NORMAL,12916
5500,2018-03-24,São Judas,-23.6255,-46.6411,16668,56,56,40,35,3,33,34,31,REABASTECER,13044
5502,2018-12-22,São Judas,-23.6255,-46.6411,14069,61,61,5,38,20,8,8,16,REABASTECER,13312
5505,2018-04-18,São Judas,-23.6255,-46.6411,15091,10,10,55,13,40,19,16,16,REABASTECER,13068
5507,2018-04-24,São Judas,-23.6255,-46.6411,15981,36,36,21,36,19,43,33,38,NORMAL,13074
5509,2019-01-06,São Judas,-23.6255,-46.6411,16052,25,25,40,40,43,7,38,40,NORMAL,13326
5510,2018-01-02,São Judas,-23.6255,-46.6411,17030,79,79,61,39,37,37,41,39,NORMAL,12962
5513,2018-01-15,São Judas,-23.6255,-46.6411,16530,60,60,38,8,30,39,25,24,NORMAL,12975
5514,2018-01-19,São Judas,-23.6255,-46.6411,14500,12,12,9,35,14,28,7,7,NORMAL,12979
5522,2019-04-03,São Judas,-23.6255,-46.6411,16980,30,30,24,43,25,42,18,2,NORMAL,13413
5523,2019-04-11,São Judas,-23.6255,-46.6411,15120,42,42,41,14,31,17,28,13,NORMAL,13421
5524,2019-04-14,São Judas,-23.6255,-46.6411,14636,14,14,15,43,20,14,16,43,NORMAL,13424
5533,2018-05-02,São Judas,-23.6255,-46.6411,14264,50,50,32,10,30,16,43,4,REABASTECER,13082
5534,2018-05-05,São Judas,-23.6255,-46.6411,14180,20,20,12,8,19,8,34,34,NORMAL,13085
5535,2018-09-19,São Judas,-23.6255,-46.6411,16417,86,86,61,19,8,17,41,9,NORMAL,13219
5540,2019-07-09,São Judas,-23.6255,-46.6411,14611,35,35,48,39,40,12,36,35,NORMAL,13509
5544,2019-07-23,São Judas,-23.6255,-46.6411,15230,70,70,35,39,28,14,19,19,NORMAL,13523
5545,2018-07-13,São Judas,-23.6255,-46.6411,14294,58,58,59,5,5,20,6,18,REABASTECER,13153
5546,2019-07-28,São Judas,-23.6255,-46.6411,17146,17,17,7,25,12,43,43,43,NORMAL,13528
5551,2018-12-28,São Judas,-23.6255,-46.6411,13855,5,5,29,25,35,34,29,30,NORMAL,13318
5552,2019-09-17,São Judas,-23.6255,-46.6411,15572,51,51,46,43,21,41,20,23,NORMAL,13577
5554,2018-09-08,São Judas,-23.6255,-46.6411,15176,13,13,3,2,7,14,40,8,REABASTECER,13208
5556,2019-09-25,São Judas,-23.6255,-46.6411,17246,60,60,51,23,32,24,30,34,NORMAL,13585
5557,2018-09-22,São Judas,-23.6255,-46.6411,16963,52,52,38,9,39,14,34,40,NORMAL,13222
5558,2019-02-12,São Judas,-23.6255,-46.6411,15563,16,16,65,7,30,15,19,24,NORMAL,13362
5559,2019-02-13,São Judas,-23.6255,-46.6411,15501,6,6,55,1,24,10,14,21,NORMAL,13363
5562,2019-02-28,São Judas,-23.6255,-46.6411,15668,37,37,19,29,5,10,34,7,NORMAL,13378
5563,2018-10-26,São Judas,-23.6255,-46.6411,17433,69,69,2,17,41,26,23,33,NORMAL,13256
5564,2019-11-18,São Judas,-23.6255,-46.6411,14232,54,54,10,36,38,43,32,26,NORMAL,13638
5567,2018-12-02,São Judas,-23.6255,-46.6411,14871,76,76,11,28,9,14,11,12,NORMAL,13292
5570,2018-01-11,Vila Mariana,-23.5895,-46.6346,24624,78,78,55,25,6,11,8,43,NORMAL,13691
5573,2018-01-26,Vila Mariana,-23.5895,-46.6346,21783,15,15,24,19,36,14,35,22,NORMAL,13706
5574,2019-01-22,São Judas,-23.6255,-46.6411,14821,45,45,65,27,21,34,15,21,NORMAL,13342
5580,2018-03-05,Vila Mariana,-23.5895,-46.6346,22878,77,77,9,24,13,19,14,41,NORMAL,13745
5582,2019-02-24,São Judas,-23.6255,-46.6411,17432,77,77,50,4,19,21,7,22,NORMAL,13374
5583,2019-07-03,São Judas,-23.6255,-46.6411,15678,11,11,28,10,24,26,17,14,REABASTECER,13503
5587,2019-03-25,São Judas,-23.6255,-46.6411,15432,28,28,26,24,16,27,9,36,NORMAL,13405
5588,2018-04-10,Vila Mariana,-23.5895,-46.6346,21349,86,86,35,10,43,22,16,32,NORMAL,13780
5589,2018-04-11,Vila Mariana,-23.5895,-46.6346,22416,74,74,25,6,40,19,10,26,NORMAL,13781
5590,2019-04-01,São Judas,-23.6255,-46.6411,13927,51,51,38,7,34,3,27,13,NORMAL,13411
5594,2018-05-03,Vila Mariana,-23.5895,-46.6346,23213,28,28,65,11,5,41,10,22,NORMAL,13803
5596,2019-08-22,São Judas,-23.6255,-46.6411,16630,54,54,24,33,40,38,30,43,NORMAL,13552
5600,2019-05-07,São Judas,-23.6255,-46.6411,17506,62,62,6,18,5,37,14,38,NORMAL,13447
5604,2019-05-22,São Judas,-23.6255,-46.6411,14918,73,73,47,12,32,30,43,23,NORMAL,13462
5606,2019-10-09,São Judas,-23.6255,-46.6411,16004,17,17,14,19,21,26,14,17,NORMAL,13599
5607,2019-10-11,São Judas,-23.6255,-46.6411,13607,86,86,65,8,9,22,8,9,NORMAL,13601
5609,2019-10-19,São Judas,-23.6255,-46.6411,17224,4,4,5,27,16,10,19,18,NORMAL,13609
5615,2019-07-16,São Judas,-23.6255,-46.6411,17011,55,55,8,18,12,33,3,6,NORMAL,13516
5616,2018-08-08,Vila Mariana,-23.5895,-46.6346,21120,86,86,11,43,43,24,2,17,REABASTECER,13898
5618,2018-08-13,Vila Mariana,-23.5895,-46.6346,24282,30,30,39,35,24,10,24,38,REABASTECER,13903
5619,2018-09-03,Vila Mariana,-23.5895,-46.6346,21793,86,86,32,43,43,42,40,7,NORMAL,13923
5623,2018-01-07,Vila Mariana,-23.5895,-46.6346,24823,25,25,22,35,19,21,23,20,NORMAL,13687
5627,2018-10-09,Vila Mariana,-23.5895,-46.6346,23208,57,57,65,40,20,19,23,37,NORMAL,13959
5630,2019-10-14,São Judas,-23.6255,-46.6411,14262,49,49,43,42,39,13,37,41,NORMAL,13604
5633,2018-11-17,Vila Mariana,-23.5895,-46.6346,24058,32,32,65,38,36,33,37,43,NORMAL,13997
5638,2019-11-28,São Judas,-23.6255,-46.6411,14703,48,48,12,10,43,22,36,30,REABASTECER,13648
5639,2019-12-03,São Judas,-23.6255,-46.6411,14596,86,86,42,36,20,43,14,9,NORMAL,13653
5644,2018-05-07,Vila Mariana,-23.5895,-46.6346,24435,78,78,33,43,34,36,41,4,REABASTECER,13807
5646,2018-05-12,Vila Mariana,-23.5895,-46.6346,24923,35,35,0,25,15,13,14,24,NORMAL,13812
5654,2018-07-05,Vila Mariana,-23.5895,-46.6346,22579,62,62,45,37,10,10,16,9,NORMAL,13865
5661,2018-04-06,Vila Mariana,-23.5895,-46.6346,23941,34,34,65,17,19,29,26,2,REABASTECER,13776
5665,2019-04-28,Vila Mariana,-23.5895,-46.6346,21150,32,32,65,32,38,24,31,22,NORMAL,14158
5674,2019-05-30,Vila Mariana,-23.5895,-46.6346,21351,65,65,30,6,41,4,33,37,REABASTECER,14190
5678,2018-10-16,Vila Mariana,-23.5895,-46.6346,24175,68,68,24,24,35,35,35,8,NORMAL,13966
5681,2019-07-05,Vila Mariana,-23.5895,-46.6346,22313,79,79,49,39,21,14,23,39,REABASTECER,14225
5682,2019-07-07,Vila Mariana,-23.5895,-46.6346,23501,62,62,35,37,13,8,16,30,NORMAL,14227
5683,2018-10-26,Vila Mariana,-23.5895,-46.6346,23147,57,57,25,2,34,16,37,5,REABASTECER,13976
5685,2019-08-01,Vila Mariana,-23.5895,-46.6346,23586,7,7,56,25,12,43,14,12,REABASTECER,14251
5689,2019-08-13,Vila Mariana,-23.5895,-46.6346,22784,62,62,48,42,10,38,6,7,REABASTECER,14263
5690,2018-11-29,Vila Mariana,-23.5895,-46.6346,23773,10,10,43,39,35,43,31,7,NORMAL,14009
5694,2018-12-17,Vila Mariana,-23.5895,-46.6346,24657,4,4,52,40,1,26,43,24,NORMAL,14027
5702,2019-01-27,Vila Mariana,-23.5895,-46.6346,25009,61,61,46,17,22,16,13,38,NORMAL,14067
5703,2019-10-21,Vila Mariana,-23.5895,-46.6346,21321,75,75,43,43,7,40,22,43,NORMAL,14331
5704,2019-02-07,Vila Mariana,-23.5895,-46.6346,25059,58,58,46,33,23,23,14,41,NORMAL,14077
5708,2019-11-13,Vila Mariana,-23.5895,-46.6346,23438,17,17,37,13,5,43,6,43,NORMAL,14353
5711,2019-11-29,Vila Mariana,-23.5895,-46.6346,23195,35,35,65,1,29,12,26,30,NORMAL,14369
5714,2019-12-21,Vila Mariana,-23.5895,-46.6346,22111,86,86,41,25,15,26,28,35,NORMAL,14391
5716,2018-12-12,Vila Mariana,-23.5895,-46.6346,21199,56,56,15,9,26,41,20,3,NORMAL,14022
5718,2018-01-06,Brooklin,-23.6263,-46.6878,28841,42,42,23,22,29,24,21,26,NORMAL,14406
5719,2018-01-07,Brooklin,-23.6263,-46.6878,26414,33,33,13,16,24,21,19,21,NORMAL,14407
5720,2018-01-13,Brooklin,-23.6263,-46.6878,26574,62,62,29,36,39,34,40,43,NORMAL,14413
5725,2019-05-10,Vila Mariana,-23.5895,-46.6346,22474,86,86,42,30,32,36,28,25,NORMAL,14170
5729,2018-04-12,Brooklin,-23.6263,-46.6878,27774,64,64,57,21,37,36,4,32,REABASTECER,14502
5731,2019-08-22,Vila Mariana,-23.5895,-46.6346,23068,52,52,52,11,17,18,5,18,NORMAL,14272
5732,2019-08-28,Vila Mariana,-23.5895,-46.6346,22853,86,86,13,26,33,43,23,37,REABASTECER,14278
5735,2019-05-01,Vila Mariana,-23.5895,-46.6346,21531,86,86,42,21,27,18,22,10,NORMAL,14161
5736,2019-05-04,Vila Mariana,-23.5895,-46.6346,23975,62,62,19,14,13,9,10,43,NORMAL,14164
5738,2018-06-04,Brooklin,-23.6263,-46.6878,27829,86,86,4,26,30,25,35,41,NORMAL,14554
5740,2019-09-27,Vila Mariana,-23.5895,-46.6346,21305,62,62,18,28,25,25,19,15,NORMAL,14307
5741,2018-06-14,Brooklin,-23.6263,-46.6878,28597,74,74,4,38,37,21,35,4,REABASTECER,14564
5747,2019-07-19,Vila Mariana,-23.5895,-46.6346,24043,34,34,18,10,15,34,12,19,NORMAL,14239
5748,2019-07-20,Vila Mariana,-23.5895,-46.6346,24265,22,22,8,8,11,34,10,15,NORMAL,14240
5749,2019-11-25,Vila Mariana,-23.5895,-46.6346,22282,79,79,19,16,43,22,1,43,NORMAL,14365
5753,2019-08-23,Vila Mariana,-23.5895,-46.6346,21532,45,45,47,5,11,15,43,16,NORMAL,14273
5754,2018-09-15,Brooklin,-23.6263,-46.6878,29099,59,59,11,22,25,26,38,18,NORMAL,14655
5757,2018-01-30,Brooklin,-23.6263,-46.6878,28380,67,67,47,29,19,35,3,8,NORMAL,14430
5763,2019-11-05,Vila Mariana,-23.5895,-46.6346,21591,11,11,29,35,41,34,43,29,REABASTECER,14345
5764,2018-03-13,Brooklin,-23.6263,-46.6878,26887,77,77,14,6,22,34,34,16,NORMAL,14473
5766,2019-11-22,Vila Mariana,-23.5895,-46.6346,25041,22,22,42,28,15,28,12,12,NORMAL,14362
5768,2018-12-21,Brooklin,-23.6263,-46.6878,26568,86,86,65,33,24,43,6,4,REABASTECER,14751
5769,2019-12-05,Vila Mariana,-23.5895,-46.6346,21338,65,65,26,31,2,37,43,1,REABASTECER,14375
5770,2019-12-06,Vila Mariana,-23.5895,-46.6346,22373,54,54,19,31,43,31,39,43,NORMAL,14376
5773,2018-01-15,Brooklin,-23.6263,-46.6878,26487,45,45,14,27,32,31,30,35,NORMAL,14415
5774,2019-02-11,Brooklin,-23.6263,-46.6878,26113,86,86,35,43,32,9,9,18,NORMAL,14801
5776,2018-06-08,Brooklin,-23.6263,-46.6878,28603,52,52,39,14,17,6,16,28,REABASTECER,14558
5783,2018-03-29,Brooklin,-23.6263,-46.6878,29048,16,16,17,9,5,38,15,38,REABASTECER,14489
5786,2019-05-06,Brooklin,-23.6263,-46.6878,26670,35,35,19,15,43,22,43,23,NORMAL,14886
5793,2018-09-25,Brooklin,-23.6263,-46.6878,26322,45,45,16,38,35,37,3,24,REABASTECER,14665
5794,2019-06-27,Brooklin,-23.6263,-46.6878,26069,46,46,61,40,32,7,20,13,NORMAL,14937
5800,2019-08-09,Brooklin,-23.6263,-46.6878,28478,64,64,49,43,33,29,19,8,NORMAL,14979
5802,2018-08-02,Brooklin,-23.6263,-46.6878,28798,31,31,65,20,26,18,7,23,NORMAL,14612
5804,2018-08-09,Brooklin,-23.6263,-46.6878,29022,58,58,12,36,43,41,23,38,NORMAL,14619
5806,2018-09-11,Brooklin,-23.6263,-46.6878,26686,4,4,41,38,40,43,14,37,REABASTECER,14651
5808,2019-10-09,Brooklin,-23.6263,-46.6878,28465,86,86,51,6,8,8,29,26,REABASTECER,15039
5811,2019-10-30,Brooklin,-23.6263,-46.6878,27810,52,52,41,30,5,35,32,34,REABASTECER,15060
5813,2019-11-13,Brooklin,-23.6263,-46.6878,28390,11,11,13,43,38,36,32,27,REABASTECER,15073
5814,2019-02-24,Brooklin,-23.6263,-46.6878,26341,52,52,24,7,20,9,38,10,NORMAL,14814
5816,2018-10-23,Brooklin,-23.6263,-46.6878,29881,25,25,17,22,43,25,22,33,NORMAL,14693
5819,2019-03-09,Brooklin,-23.6263,-46.6878,30036,63,63,51,39,9,38,20,39,NORMAL,14829
5821,2018-11-10,Brooklin,-23.6263,-46.6878,28514,41,41,13,19,19,26,37,38,NORMAL,14710
5824,2018-11-28,Brooklin,-23.6263,-46.6878,28474,50,50,15,11,40,43,18,7,NORMAL,14728
5825,2019-04-13,Brooklin,-23.6263,-46.6878,28268,86,86,23,40,8,13,8,26,NORMAL,14863
5828,2018-01-22,Campo Belo,-23.6188,-46.6823,23991,46,46,65,19,43,30,5,6,NORMAL,15142
5829,2019-05-04,Brooklin,-23.6263,-46.6878,28451,51,51,30,23,8,31,8,32,NORMAL,14884
5833,2018-03-08,Campo Belo,-23.6188,-46.6823,26577,17,17,11,13,41,16,17,2,NORMAL,15188
5836,2019-02-17,Brooklin,-23.6263,-46.6878,26922,37,37,65,23,7,34,24,33,NORMAL,14807
5837,2018-03-12,Campo Belo,-23.6188,-46.6823,25850,62,62,50,7,26,9,4,30,NORMAL,15192
5839,2019-02-26,Brooklin,-23.6263,-46.6878,26265,30,30,10,43,15,5,31,4,NORMAL,14816
5841,2019-07-08,Brooklin,-23.6263,-46.6878,28259,21,21,60,8,28,15,11,8,NORMAL,14948
5850,2019-09-26,Brooklin,-23.6263,-46.6878,27287,38,38,13,39,13,7,43,32,NORMAL,15026
5851,2019-05-22,Brooklin,-23.6263,-46.6878,29485,56,56,37,15,11,20,29,41,NORMAL,14902
5852,2019-10-02,Brooklin,-23.6263,-46.6878,29447,62,62,37,25,36,32,21,12,NORMAL,15032
5853,2019-06-01,Brooklin,-23.6263,-46.6878,26529,50,50,44,39,11,33,30,43,NORMAL,14911
5862,2019-07-23,Brooklin,-23.6263,-46.6878,26773,47,47,22,5,9,12,1,30,REABASTECER,14963
5863,2019-12-01,Brooklin,-23.6263,-46.6878,26706,8,8,16,6,43,36,40,3,REABASTECER,15091
5864,2019-12-12,Brooklin,-23.6263,-46.6878,26655,79,79,65,5,43,6,40,5,NORMAL,15102
5866,2019-12-26,Brooklin,-23.6263,-46.6878,28026,21,21,33,43,30,43,19,40,NORMAL,15116
5869,2019-12-28,Brooklin,-23.6263,-46.6878,29603,86,86,19,35,22,38,9,28,NORMAL,15118
5870,2019-09-09,Brooklin,-23.6263,-46.6878,28002,24,24,55,42,37,14,26,12,NORMAL,15009
5871,2018-10-10,Campo Belo,-23.6188,-46.6823,25313,18,18,43,9,29,3,31,11,REABASTECER,15400
5872,2018-02-12,Campo Belo,-23.6188,-46.6823,26356,22,22,65,3,19,17,43,11,NORMAL,15162
5873,2018-11-04,Campo Belo,-23.6188,-46.6823,23323,43,43,46,30,12,43,18,40,NORMAL,15424
5874,2018-02-15,Campo Belo,-23.6188,-46.6823,25577,76,76,48,36,8,11,35,43,NORMAL,15165
5875,2019-10-13,Brooklin,-23.6263,-46.6878,26721,40,40,25,35,34,40,14,11,NORMAL,15043
5877,2018-11-18,Campo Belo,-23.6188,-46.6823,24077,86,86,29,27,38,11,43,27,NORMAL,15438
5878,,Campo Belo,-23.6188,-46.6823,25179,18,18,13,33,35,37,10,32,REABASTECER,15180
5880,2019-11-10,Brooklin,-23.6263,-46.6878,28931,39,39,31,9,11,5,41,37,REABASTECER,15070
5882,2018-03-26,Campo Belo,-23.6188,-46.6823,24661,23,23,18,7,16,18,30,10,NORMAL,15206
5884,2018-04-02,Campo Belo,-23.6188,-46.6823,26565,54,54,38,35,36,6,7,34,REABASTECER,15212
5893,2018-01-13,Campo Belo,-23.6188,-46.6823,24676,46,46,56,43,35,13,43,43,NORMAL,15133
5896,2018-02-01,Campo Belo,-23.6188,-46.6823,25268,46,46,3,38,12,5,4,12,NORMAL,15151
5898,2018-02-10,Campo Belo,-23.6188,-46.6823,25824,44,44,13,10,30,23,8,18,NORMAL,15160
5899,2018-02-14,Campo Belo,-23.6188,-46.6823,24177,86,86,52,38,11,11,38,3,REABASTECER,15164
5902,2019-03-19,Campo Belo,-23.6188,-46.6823,25964,55,55,25,43,43,40,30,20,NORMAL,15559
5903,2019-03-20,Campo Belo,-23.6188,-46.6823,23206,47,47,15,40,40,36,24,18,NORMAL,15560
5909,2018-08-01,Campo Belo,-23.6188,-46.6823,25471,6,6,49,23,37,30,30,29,REABASTECER,15331
5910,2018-03-29,Campo Belo,-23.6188,-46.6823,24161,86,86,65,40,2,14,17,41,REABASTECER,15209
5911,2019-05-04,Campo Belo,-23.6188,-46.6823,25834,43,43,49,39,2,22,28,23,REABASTECER,15604
5913,2019-05-07,Campo Belo,-23.6188,-46.6823,26177,9,9,31,31,33,14,16,15,REABASTECER,15607
5923,2019-06-24,Campo Belo,-23.6188,-46.6823,25405,86,86,23,12,25,32,1,9,REABASTECER,15654
5933,2018-11-12,Campo Belo,-23.6188,-46.6823,25533,54,54,65,43,22,27,27,13,NORMAL,15432
5934,2018-11-26,Campo Belo,-23.6188,-46.6823,26734,11,11,37,43,38,32,6,43,REABASTECER,15446
5942,2018-09-29,Campo Belo,-23.6188,-46.6823,26636,35,35,55,35,30,43,30,17,NORMAL,15389
5943,2019-02-10,Campo Belo,-23.6188,-46.6823,25912,9,9,23,26,33,6,13,7,REABASTECER,15520
5944,2019-02-11,Campo Belo,-23.6188,-46.6823,25080,86,86,15,20,27,43,8,5,REABASTECER,15521
5945,2019-11-05,Campo Belo,-23.6188,-46.6823,26942,51,51,37,26,25,5,35,5,NORMAL,15785
5948,2018-10-28,Campo Belo,-23.6188,-46.6823,26983,16,16,32,43,43,12,43,25,NORMAL,15418
5951,2018-11-15,Campo Belo,-23.6188,-46.6823,23946,22,22,45,31,6,17,12,43,REABASTECER,15435
5955,2019-04-16,Campo Belo,-23.6188,-46.6823,24044,41,41,37,5,20,39,9,10,NORMAL,15586
5958,2018-12-18,Campo Belo,-23.6188,-46.6823,24573,69,69,4,20,27,16,43,35,NORMAL,15468
5961,2019-01-11,Campo Belo,-23.6188,-46.6823,24924,25,25,40,35,20,26,43,41,NORMAL,15491
5963,2019-05-29,Campo Belo,-23.6188,-46.6823,26213,65,65,65,37,36,31,17,15,NORMAL,15629
5967,2019-02-08,Campo Belo,-23.6188,-46.6823,25178,32,32,41,36,41,11,21,16,NORMAL,15518
5970,2019-03-09,Campo Belo,-23.6188,-46.6823,25333,74,74,19,26,5,29,37,18,NORMAL,15549
5972,2018-05-17,Eucaliptos,-23.61,-46.6686,25444,65,65,65,38,5,9,15,5,NORMAL,15977
5974,2019-09-04,Campo Belo,-23.6188,-46.6823,23832,20,20,65,4,9,16,20,36,REABASTECER,15724
5978,2019-05-14,Campo Belo,-23.6188,-46.6823,25185,33,33,43,11,6,35,32,32,NORMAL,15614
5980,2019-09-30,Campo Belo,-23.6188,-46.6823,24056,26,26,26,18,28,27,43,21,NORMAL,15750
5982,2019-10-09,Campo Belo,-23.6188,-46.6823,24884,27,27,32,22,32,3,13,26,REABASTECER,15759
5983,2018-07-07,Eucaliptos,-23.61,-46.6686,25577,63,63,60,13,16,29,24,38,NORMAL,16027
5986,2019-10-14,Campo Belo,-23.6188,-46.6823,23882,65,65,61,8,10,32,35,6,NORMAL,15764
5992,2019-11-13,Campo Belo,-23.6188,-46.6823,23181,57,57,54,6,29,30,43,16,REABASTECER,15793
5994,2019-11-22,Campo Belo,-23.6188,-46.6823,26341,62,62,65,21,37,15,13,29,NORMAL,15802
5995,2019-07-23,Campo Belo,-23.6188,-46.6823,25091,67,67,20,35,36,37,14,24,NORMAL,15683
5996,2019-12-03,Campo Belo,-23.6188,-46.6823,23067,43,43,42,27,36,28,10,20,REABASTECER,15813
5997,2018-09-05,Eucaliptos,-23.61,-46.6686,23719,86,86,34,14,29,43,12,4,NORMAL,16085
6001,2018-10-04,Eucaliptos,-23.61,-46.6686,23638,43,43,15,13,31,40,14,22,NORMAL,16114
6006,2018-02-10,Eucaliptos,-23.61,-46.6686,24029,56,56,6,22,16,10,43,13,NORMAL,15880
6008,2018-03-05,Eucaliptos,-23.61,-46.6686,21584,67,67,37,41,43,10,39,40,NORMAL,15905
6010,2018-12-10,Eucaliptos,-23.61,-46.6686,25283,6,6,39,28,14,23,27,39,REABASTECER,16180
6011,2018-12-14,Eucaliptos,-23.61,-46.6686,24901,53,53,7,14,43,11,9,22,NORMAL,16184
6012,2019-11-25,Campo Belo,-23.6188,-46.6823,26804,34,34,38,10,24,5,43,15,REABASTECER,15805
6021,2018-06-14,Eucaliptos,-23.61,-46.6686,22563,51,51,21,43,23,4,28,23,REABASTECER,16004
6023,2018-03-06,Eucaliptos,-23.61,-46.6686,24613,59,59,27,41,37,9,33,37,NORMAL,15906
6029,2018-05-14,Eucaliptos,-23.61,-46.6686,22352,9,9,19,8,17,21,23,17,REABASTECER,15974
6030,2018-09-22,Eucaliptos,-23.61,-46.6686,22880,86,86,41,3,43,36,26,23,REABASTECER,16102
6034,2018-06-21,Eucaliptos,-23.61,-46.6686,24162,68,68,34,21,34,28,43,32,NORMAL,16011
6036,2018-07-04,Eucaliptos,-23.61,-46.6686,23634,4,4,13,18,30,39,39,10,REABASTECER,16024
6039,2018-07-28,Eucaliptos,-23.61,-46.6686,22618,10,10,30,26,9,43,32,35,REABASTECER,16048
6041,2018-08-10,Eucaliptos,-23.61,-46.6686,24477,67,67,17,41,6,43,19,31,REABASTECER,16060
6043,2019-09-30,Eucaliptos,-23.61,-46.6686,22271,25,25,12,27,32,43,27,15,NORMAL,16470
6044,2018-08-28,Eucaliptos,-23.61,-46.6686,22766,68,68,12,23,12,29,39,37,NORMAL,16078
6051,2019-12-22,Eucaliptos,-23.61,-46.6686,22376,35,35,33,42,43,43,27,16,NORMAL,16552
6053,2019-03-30,Eucaliptos,-23.61,-46.6686,21625,28,28,10,30,4,4,33,17,NORMAL,16290
6054,2018-11-25,Eucaliptos,-23.61,-46.6686,23289,70,70,12,39,10,7,5,12,NORMAL,16165
